mapping_id,user_term,snomed_code,preferred_term
SNOMED-MAP-308660,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-308661,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-308662,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-308663,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-308664,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-308665,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-308666,high fever (variant 1),3866610066,Fever
SNOMED-MAP-308667,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-308668,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-308669,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-308670,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-308671,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-308672,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-308673,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-308674,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-308675,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-308676,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-308677,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-308678,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-308679,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-308680,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-308681,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-308682,high fever (variant 2),3866610062,Fever
SNOMED-MAP-308683,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-308684,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-308685,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-308686,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-308687,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-308688,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-308689,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-308690,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-308691,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-308692,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-308693,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-308694,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-308695,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-308696,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-308697,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-308698,high fever (variant 3),3866610068,Fever
SNOMED-MAP-308699,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-308700,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-308701,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-308702,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-308703,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-308704,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-308705,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-308706,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-308707,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-308708,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-308709,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-308710,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-308711,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-308712,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-308713,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-308714,high fever (variant 4),3866610064,Fever
SNOMED-MAP-308715,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-308716,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-308717,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-308718,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-308719,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-308720,high fever (variant 0),3866610060,Fever
SNOMED-MAP-308721,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-308722,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-308723,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-308724,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-308725,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-308726,high fever (variant 1),3866610066,Fever
SNOMED-MAP-308727,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-308728,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-308729,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-308730,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-308731,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-308732,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-308733,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-308734,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-308735,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-308736,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-308737,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-308738,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-308739,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-308740,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-308741,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-308742,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-308743,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-308744,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-308745,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-308746,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-308747,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-308748,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-308749,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-308750,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-308751,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-308752,high fever (variant 2),3866610062,Fever
SNOMED-MAP-308753,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-308754,high fever (variant 4),3866610064,Fever
SNOMED-MAP-308755,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-308756,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-308757,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-308758,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-308759,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-308760,high fever (variant 0),3866610060,Fever
SNOMED-MAP-308761,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-308762,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-308763,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-308764,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-308765,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-308766,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-308767,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-308768,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-308769,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-308770,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-308771,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-308772,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-308773,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-308774,high fever (variant 4),3866610064,Fever
SNOMED-MAP-308775,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-308776,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-308777,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-308778,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-308779,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-308780,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-308781,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-308782,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-308783,high fever (variant 3),3866610063,Fever
SNOMED-MAP-308784,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-308785,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-308786,high fever (variant 1),3866610066,Fever
SNOMED-MAP-308787,high fever (variant 2),3866610067,Fever
SNOMED-MAP-308788,high fever (variant 3),3866610068,Fever
SNOMED-MAP-308789,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-308790,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-308791,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-308792,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-308793,high fever (variant 3),3866610063,Fever
SNOMED-MAP-308794,high fever (variant 4),3866610064,Fever
SNOMED-MAP-308795,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-308796,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-308797,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-308798,high fever (variant 3),3866610068,Fever
SNOMED-MAP-308799,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-308800,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-308801,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-308802,high fever (variant 2),3866610062,Fever
SNOMED-MAP-308803,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-308804,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-308805,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-308806,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-308807,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-308808,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-308809,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-308810,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-308811,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-308812,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-308813,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-308814,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-308815,high fever (variant 0),3866610065,Fever
SNOMED-MAP-308816,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-308817,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-308818,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-308819,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-308820,high fever (variant 0),3866610060,Fever
SNOMED-MAP-308821,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-308822,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-308823,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-308824,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-308825,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-308826,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-308827,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-308828,high fever (variant 3),3866610068,Fever
SNOMED-MAP-308829,chest pain (variant 4),298570099,Chest Pain
SNOMED-MAP-308830,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-308831,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-308832,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-308833,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-308834,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-308835,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-308836,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-308837,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-308838,high fever (variant 3),3866610068,Fever
SNOMED-MAP-308839,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-308840,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-308841,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-308842,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-308843,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-308844,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-308845,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-308846,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-308847,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-308848,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-308849,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-308850,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-308851,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-308852,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-308853,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-308854,high fever (variant 4),3866610064,Fever
SNOMED-MAP-308855,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-308856,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-308857,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-308858,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-308859,high fever (variant 4),3866610069,Fever
SNOMED-MAP-308860,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-308861,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-308862,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-308863,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-308864,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-308865,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-308866,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-308867,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-308868,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-308869,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-308870,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-308871,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-308872,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-308873,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-308874,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-308875,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-308876,high fever (variant 1),3866610066,Fever
SNOMED-MAP-308877,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-308878,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-308879,high fever (variant 4),3866610069,Fever
SNOMED-MAP-308880,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-308881,high fever (variant 1),3866610061,Fever
SNOMED-MAP-308882,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-308883,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-308884,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-308885,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-308886,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-308887,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-308888,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-308889,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-308890,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-308891,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-308892,sugar diabetes (variant 2),440540062,Type 2 Diabetes Mellitus
SNOMED-MAP-308893,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-308894,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-308895,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-308896,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-308897,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-308898,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-308899,high fever (variant 4),3866610069,Fever
SNOMED-MAP-308900,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-308901,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-308902,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-308903,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-308904,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-308905,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-308906,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-308907,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-308908,high fever (variant 3),3866610068,Fever
SNOMED-MAP-308909,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-308910,high fever (variant 0),3866610060,Fever
SNOMED-MAP-308911,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-308912,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-308913,high fever (variant 3),3866610063,Fever
SNOMED-MAP-308914,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-308915,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-308916,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-308917,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-308918,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-308919,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-308920,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-308921,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-308922,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-308923,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-308924,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-308925,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-308926,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-308927,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-308928,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-308929,chest pain (variant 4),298570099,Chest Pain
SNOMED-MAP-308930,high fever (variant 0),3866610060,Fever
SNOMED-MAP-308931,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-308932,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-308933,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-308934,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-308935,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-308936,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-308937,high fever (variant 2),3866610067,Fever
SNOMED-MAP-308938,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-308939,high fever (variant 4),3866610069,Fever
SNOMED-MAP-308940,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-308941,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-308942,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-308943,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-308944,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-308945,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-308946,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-308947,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-308948,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-308949,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-308950,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-308951,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-308952,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-308953,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-308954,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-308955,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-308956,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-308957,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-308958,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-308959,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-308960,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-308961,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-308962,high fever (variant 2),3866610062,Fever
SNOMED-MAP-308963,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-308964,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-308965,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-308966,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-308967,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-308968,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-308969,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-308970,high fever (variant 0),3866610060,Fever
SNOMED-MAP-308971,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-308972,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-308973,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-308974,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-308975,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-308976,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-308977,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-308978,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-308979,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-308980,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-308981,high fever (variant 1),3866610061,Fever
SNOMED-MAP-308982,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-308983,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-308984,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-308985,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-308986,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-308987,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-308988,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-308989,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-308990,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-308991,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-308992,high fever (variant 2),3866610062,Fever
SNOMED-MAP-308993,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-308994,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-308995,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-308996,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-308997,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-308998,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-308999,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-309000,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-309001,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-309002,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-309003,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-309004,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-309005,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-309006,high fever (variant 1),3866610066,Fever
SNOMED-MAP-309007,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-309008,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-309009,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-309010,high fever (variant 0),3866610060,Fever
