entry_id,category,item_key,cross_references
DB-REG-208535,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.5]"
DB-REG-208536,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.6]"
DB-REG-208537,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.7]"
DB-REG-208538,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.8]"
DB-REG-208539,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.9]"
DB-REG-208540,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.0]"
DB-REG-208541,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.1]"
DB-REG-208542,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.2]"
DB-REG-208543,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.3]"
DB-REG-208544,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.4]"
DB-REG-208545,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.5]"
DB-REG-208546,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.6]"
DB-REG-208547,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.7]"
DB-REG-208548,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.8]"
DB-REG-208549,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.9]"
DB-REG-208550,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.0]"
DB-REG-208551,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.1]"
DB-REG-208552,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.2]"
DB-REG-208553,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.3]"
DB-REG-208554,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.4]"
DB-REG-208555,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.5]"
DB-REG-208556,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.6]"
DB-REG-208557,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.7]"
DB-REG-208558,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.8]"
DB-REG-208559,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.9]"
DB-REG-208560,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.0]"
DB-REG-208561,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.1]"
DB-REG-208562,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.2]"
DB-REG-208563,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.3]"
DB-REG-208564,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.4]"
DB-REG-208565,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.5]"
DB-REG-208566,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.6]"
DB-REG-208567,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.7]"
DB-REG-208568,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.8]"
DB-REG-208569,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.9]"
DB-REG-208570,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.0]"
DB-REG-208571,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.1]"
DB-REG-208572,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.2]"
DB-REG-208573,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.3]"
DB-REG-208574,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.4]"
DB-REG-208575,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.5]"
DB-REG-208576,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.6]"
DB-REG-208577,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.7]"
DB-REG-208578,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.8]"
DB-REG-208579,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.9]"
DB-REG-208580,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.0]"
DB-REG-208581,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.1]"
DB-REG-208582,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.2]"
DB-REG-208583,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.3]"
DB-REG-208584,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.4]"
DB-REG-208585,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.5]"
DB-REG-208586,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.6]"
DB-REG-208587,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.7]"
DB-REG-208588,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.8]"
DB-REG-208589,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.9]"
DB-REG-208590,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.0]"
DB-REG-208591,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.1]"
DB-REG-208592,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.2]"
DB-REG-208593,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.3]"
DB-REG-208594,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.4]"
DB-REG-208595,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.5]"
DB-REG-208596,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.6]"
DB-REG-208597,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.7]"
DB-REG-208598,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.8]"
DB-REG-208599,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.9]"
DB-REG-208600,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.0]"
DB-REG-208601,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.1]"
DB-REG-208602,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.2]"
DB-REG-208603,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.3]"
DB-REG-208604,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.4]"
DB-REG-208605,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.5]"
DB-REG-208606,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.6]"
DB-REG-208607,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.7]"
DB-REG-208608,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.8]"
DB-REG-208609,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.9]"
DB-REG-208610,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.0]"
DB-REG-208611,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.1]"
DB-REG-208612,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.2]"
DB-REG-208613,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.3]"
DB-REG-208614,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.4]"
DB-REG-208615,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.5]"
DB-REG-208616,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.6]"
DB-REG-208617,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.7]"
DB-REG-208618,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.8]"
DB-REG-208619,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.9]"
DB-REG-208620,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.0]"
DB-REG-208621,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.1]"
DB-REG-208622,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.2]"
DB-REG-208623,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.3]"
DB-REG-208624,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.4]"
DB-REG-208625,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.5]"
DB-REG-208626,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.6]"
DB-REG-208627,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.7]"
DB-REG-208628,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.8]"
DB-REG-208629,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.9]"
DB-REG-208630,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.0]"
DB-REG-208631,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.1]"
DB-REG-208632,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.2]"
DB-REG-208633,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.3]"
DB-REG-208634,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.4]"
DB-REG-208635,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.5]"
DB-REG-208636,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.6]"
DB-REG-208637,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.7]"
DB-REG-208638,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.8]"
DB-REG-208639,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.9]"
DB-REG-208640,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.0]"
DB-REG-208641,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.1]"
DB-REG-208642,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.2]"
DB-REG-208643,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.3]"
DB-REG-208644,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.4]"
DB-REG-208645,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.5]"
DB-REG-208646,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.6]"
DB-REG-208647,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.7]"
DB-REG-208648,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.8]"
DB-REG-208649,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.9]"
DB-REG-208650,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.0]"
DB-REG-208651,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.1]"
DB-REG-208652,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.2]"
DB-REG-208653,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.3]"
DB-REG-208654,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.4]"
DB-REG-208655,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.5]"
DB-REG-208656,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.6]"
DB-REG-208657,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.7]"
DB-REG-208658,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.8]"
DB-REG-208659,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.9]"
DB-REG-208660,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.0]"
DB-REG-208661,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.1]"
DB-REG-208662,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.2]"
DB-REG-208663,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.3]"
DB-REG-208664,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.4]"
DB-REG-208665,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.5]"
DB-REG-208666,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.6]"
DB-REG-208667,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.7]"
DB-REG-208668,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.8]"
DB-REG-208669,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.9]"
DB-REG-208670,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.0]"
DB-REG-208671,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.1]"
DB-REG-208672,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.2]"
DB-REG-208673,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.3]"
DB-REG-208674,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.4]"
DB-REG-208675,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.5]"
DB-REG-208676,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.6]"
DB-REG-208677,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.7]"
DB-REG-208678,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.8]"
DB-REG-208679,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.9]"
DB-REG-208680,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.0]"
DB-REG-208681,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.1]"
DB-REG-208682,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.2]"
DB-REG-208683,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.3]"
DB-REG-208684,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.4]"
DB-REG-208685,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.5]"
DB-REG-208686,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.6]"
DB-REG-208687,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.7]"
DB-REG-208688,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.8]"
DB-REG-208689,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.9]"
DB-REG-208690,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.0]"
DB-REG-208691,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.1]"
DB-REG-208692,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.2]"
DB-REG-208693,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.3]"
DB-REG-208694,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.4]"
DB-REG-208695,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.5]"
DB-REG-208696,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.6]"
DB-REG-208697,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.7]"
DB-REG-208698,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.8]"
DB-REG-208699,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.9]"
DB-REG-208700,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.0]"
DB-REG-208701,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.1]"
DB-REG-208702,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.2]"
DB-REG-208703,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.3]"
DB-REG-208704,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.4]"
DB-REG-208705,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.5]"
DB-REG-208706,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.6]"
DB-REG-208707,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.7]"
DB-REG-208708,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.8]"
DB-REG-208709,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.9]"
DB-REG-208710,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.0]"
DB-REG-208711,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.1]"
DB-REG-208712,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.2]"
DB-REG-208713,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.3]"
DB-REG-208714,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.4]"
DB-REG-208715,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.5]"
DB-REG-208716,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.6]"
DB-REG-208717,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.7]"
DB-REG-208718,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.8]"
DB-REG-208719,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.9]"
DB-REG-208720,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.0]"
DB-REG-208721,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.1]"
DB-REG-208722,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.2]"
DB-REG-208723,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.3]"
DB-REG-208724,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.4]"
DB-REG-208725,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.5]"
DB-REG-208726,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.6]"
DB-REG-208727,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.7]"
DB-REG-208728,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.8]"
DB-REG-208729,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.9]"
DB-REG-208730,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.0]"
DB-REG-208731,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.1]"
DB-REG-208732,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.2]"
DB-REG-208733,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.3]"
DB-REG-208734,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.4]"
DB-REG-208735,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.5]"
DB-REG-208736,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.6]"
DB-REG-208737,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.7]"
DB-REG-208738,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.8]"
